id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,score
2201,28,Linton,Maina,3912838.0,40.0,24.0,24.0,9.0,69909.0,960.0,0,4,https://kickbase.b-cdn.net/content/file/54aad91024e84cf59b75e3c363775d71.png,37.0,2,245.0,,"[{""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": 34}]",3,Linton Maina,-64425.0,3000000
2358,28,Tom,Krauß,8231549.0,56.0,26.0,26.0,19.0,116693.0,1461.0,0,3,https://kickbase.b-cdn.net/content/file/55c214adfaba4a839c1bb19ad5a5f8ed.png,5.0,1,177.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Tom Krauß,157604.0,4500000
2536,28,Matthias,Köbbing,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/d7d4847201364186986efefd11b55766.png,44.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Matthias Köbbing,0.0,100000
2552,28,Marius,Bülter,6153017.0,53.0,32.0,32.0,18.0,109316.0,1701.0,0,4,https://kickbase.b-cdn.net/content/file/020abec0763842a7af00f1ec5aafeea4.png,30.0,1,276.0,,"[{""hasPlayed"": true, ""points"": 13}, {""hasPlayed"": true, ""points"": 155}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 42}]",3,Marius Bülter,169700.0,1800000
2765,28,Jan,Thielmann,6254299.0,52.0,26.0,26.0,20.0,100549.0,1355.0,0,3,https://kickbase.b-cdn.net/content/file/bae198375c644308ba2bff1d0f3f0569.png,29.0,1,216.0,,"[{""hasPlayed"": true, ""points"": -14}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": 39}]",3,Jan Thielmann,211561.0,5000000
2855,28,Ragnar,Ache,13412889.0,67.0,29.0,29.0,18.0,113020.0,1937.0,0,4,https://kickbase.b-cdn.net/content/file/659aab812d23451ba8e47f520a7d0754.png,9.0,1,144.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 19}]",1,Ragnar Ache,171194.0,9000000
7219,28,Ísak,Jóhannesson,8291706.0,48.0,31.0,31.0,21.0,119771.0,1473.0,0,3,https://kickbase.b-cdn.net/content/file/2922eb48335343ccb79b49b03af03818.png,8.0,1,177.0,,"[{""hasPlayed"": true, ""points"": -10}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 55}]",2,Ísak Jóhannesson,120482.0,8000000
8001,28,Luka,Lochoshvili,9896879.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/f6faf6be6d674e898fbfa189b9c2ad5c.png,24.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Luka Lochoshvili,271578.0,2500000
8274,28,Said,El Mala,25483259.0,71.0,34.0,34.0,20.0,130276.0,2418.0,0,3,https://kickbase.b-cdn.net/content/file/f56e6d60e40c49189c830fb4ff65d4bf.png,13.0,2,94.0,,"[{""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 1}, {""hasPlayed"": true, ""points"": 169}, {""hasPlayed"": true, ""points"": 119}, {""hasPlayed"": true, ""points"": 55}]",2,Said El Mala,-87021.0,45000000
8385,28,Julian,Pauli,2868967.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/9156e813f150449aaccfe844dbcd0d65.png,3.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Julian Pauli,-149260.0,2500000
10024,28,Joël,Schmied,2925545.0,40.0,16.0,16.0,13.0,73506.0,635.0,0,2,https://kickbase.b-cdn.net/content/file/312960f02c6e4acab4db65b9c63eaf01.png,2.0,2,217.0,,"[{""hasPlayed"": true, ""points"": -15}, {""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": -2}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Joël Schmied,-142268.0,3000000
11570,28,Sebastian,Sebulonsen,4281647.0,46.0,31.0,31.0,28.0,165693.0,1413.0,1,2,https://kickbase.b-cdn.net/content/file/0f9cbbaaccb148a6ad251ba707b4f099.png,28.0,2,330.0,,"[{""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 71}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 45}]",4,Sebastian Sebulonsen,-152211.0,5500000
11875,28,Rav,van den Berg,3109249.0,58.0,14.0,14.0,12.0,74399.0,805.0,0,2,https://kickbase.b-cdn.net/content/file/0825c755c7df4f7ba70b3f8922154f99.png,33.0,2,258.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Rav van den Berg,-116516.0,7000000
11958,28,Alessio,Castro-Montes,5168099.0,64.0,14.0,14.0,7.0,46040.0,892.0,0,3,https://kickbase.b-cdn.net/content/file/4df59c76b9024563892682f996043056.png,17.0,1,172.0,,"[{""hasPlayed"": true, ""points"": 15}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 19}, {""hasPlayed"": true, ""points"": 40}]",2,Alessio Castro-Montes,410572.0,2500000
12321,28,Jahmai,Simpson-Pusey,11194262.0,61.0,11.0,11.0,10.0,57539.0,669.0,0,2,https://kickbase.b-cdn.net/content/file/f83f61dc46de468bb38cb6a9d9f51205.png,22.0,1,59.0,,"[{""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 88}]",1,Jahmai Simpson-Pusey,148155.0,9000000
12333,28,Youssoupha,Niang,5655700.0,6.0,10.0,10.0,2.0,14606.0,55.0,0,4,https://kickbase.b-cdn.net/content/file/c9bbe00d652e475e9ff69b9491b753d8.png,38.0,1,9.0,,"[{""hasPlayed"": true, ""points"": -21}, {""hasPlayed"": true, ""points"": -2}, {""hasPlayed"": true, ""points"": 11}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": false, ""points"": null}]",4,Youssoupha Niang,-106296.0,2000000
14140,28,Gideon,Mensah,10057629.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/bb425f45cf04420b8e294776e2cc8b02.png,14.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Gideon Mensah,259442.0,4000000
14300,28,Paul,Okon-Engstler,4617855.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/83d0df8f411b47068184c9a8166d0c21.png,23.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Paul Okon-Engstler,334015.0,1200000
15373,28,Reigan,Heskey,10152136.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/c72750d23cdb4fd9850f67f26850e9f2.png,11.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Reigan Heskey,8261.0,0
524,14,Oliver,Baumann,19277127.0,99.0,34.0,34.0,34.0,203483.0,3366.0,0,1,https://kickbase.b-cdn.net/content/file/edda0b62817c41d1a3a343129e44683d.png,1.0,2,174.0,,"[{""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 161}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": true, ""points"": 119}]",1,Oliver Baumann,-152367.0,2500000
1815,14,Andrej,Kramarić,20574856.0,111.0,34.0,34.0,26.0,143136.0,3757.0,4,3,https://kickbase.b-cdn.net/content/file/cbbf900916ce4e759f7d917366e1515d.png,27.0,2,182.0,,"[{""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 180}, {""hasPlayed"": true, ""points"": 245}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": true, ""points"": 239}]",4,Andrej Kramarić,-483842.0,2500000
1954,14,,Bernardo,8921174.0,82.0,29.0,29.0,26.0,152866.0,2381.0,0,2,https://kickbase.b-cdn.net/content/file/2e01b620f1354d0f9383cc0003c49d97.png,13.0,2,266.0,,"[{""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 129}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 80}]",3,Bernardo,-208383.0,4000000
2373,14,Ozan,Kabak,21143370.0,105.0,25.0,25.0,18.0,117698.0,2629.0,0,2,https://kickbase.b-cdn.net/content/file/f41310cc735c4e749a950dc72a7c76c9.png,5.0,1,124.0,,"[{""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 150}]",1,Ozan Kabak,165543.0,15000000
2803,14,Tim,Lemperle,10880934.0,74.0,29.0,29.0,24.0,124309.0,2154.0,16,4,https://kickbase.b-cdn.net/content/file/531648f7c8e7446883243fb819e94d82.png,19.0,2,197.0,,"[{""hasPlayed"": true, ""points"": -62}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 158}, {""hasPlayed"": true, ""points"": 72}]",5,Tim Lemperle,-236142.0,17000000
2852,14,Luca,Philipp,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/e45a165d68934e8e8a2bbc33ecbbbc96.png,37.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Luca Philipp,0.0,750000
3124,14,Patrick,Wimmer,7643985.0,59.0,25.0,25.0,21.0,105411.0,1466.0,0,3,https://kickbase.b-cdn.net/content/file/1ffbdbd2f14848519596bb5fc54bbec5.png,8.0,2,191.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 73}, {""hasPlayed"": true, ""points"": 55}, {""hasPlayed"": true, ""points"": 204}]",3,Patrick Wimmer,-189815.0,12000000
3158,14,Fisnik,Asllani,26917653.0,90.0,33.0,33.0,31.0,150494.0,2966.0,0,4,https://kickbase.b-cdn.net/content/file/61214fe54f31411ea068f8fb8b3c1e49.png,11.0,1,110.0,,"[{""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 83}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 151}, {""hasPlayed"": true, ""points"": 57}]",3,Fisnik Asllani,55501.0,35000000
3204,14,Bambasé,Conté,11320665.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/fa595ccc62ce4fdeafca00ccfc95088b.png,20.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Bambasé Conté,22639.0,4000000
3471,14,Adam,Hložek,8031639.0,1.0,5.0,5.0,0.0,3674.0,4.0,0,4,https://kickbase.b-cdn.net/content/file/c46fc008a1284ad49727d68c3a8489e9.png,23.0,1,0.0,,"[{""hasPlayed"": true, ""points"": -17}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Adam Hložek,252371.0,10000000
7543,14,Max,Moerstedt,6724423.0,23.0,22.0,22.0,1.0,32693.0,495.0,0,4,https://kickbase.b-cdn.net/content/file/901ac71d98064e48b7b250786d8ac1d2.png,9.0,1,73.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 9}, {""hasPlayed"": true, ""points"": 21}, {""hasPlayed"": true, ""points"": 13}]",3,Max Moerstedt,72641.0,7000000
7673,14,Albian,Hajdari,17574276.0,97.0,30.0,30.0,28.0,160153.0,2924.0,0,2,https://kickbase.b-cdn.net/content/file/0f60a3cd21c94cc4913d13f811e532a9.png,21.0,1,166.0,,"[{""hasPlayed"": true, ""points"": -7}, {""hasPlayed"": true, ""points"": 245}, {""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 120}]",1,Albian Hajdari,164812.0,25000000
7717,14,Alexander,Prass,4234687.0,50.0,32.0,32.0,12.0,90108.0,1591.0,2,3,https://kickbase.b-cdn.net/content/file/e67e0f9b96c8491e8ba2570ec188600c.png,22.0,2,375.0,,"[{""hasPlayed"": true, ""points"": -18}, {""hasPlayed"": true, ""points"": 51}, {""hasPlayed"": true, ""points"": 1}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 19}]",3,Alexander Prass,-106924.0,9000000
7745,14,Vladimír,Coufal,25410717.0,115.0,34.0,34.0,34.0,198844.0,3918.0,0,2,https://kickbase.b-cdn.net/content/file/63bd51c8d410447694f867a0c98d983d.png,34.0,1,154.0,,"[{""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 235}, {""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 112}]",1,Vladimír Coufal,66177.0,2500000
7750,14,Robin,Hranác,4174564.0,79.0,29.0,29.0,26.0,150328.0,2290.0,0,2,https://kickbase.b-cdn.net/content/file/52ea64b1321a44aa874cdd39adb513b6.png,2.0,2,548.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 17}]",5,Robin Hranác,-96247.0,10000000
8289,14,Lúkas,Petersson,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/e12887e5419f4c63a3e0c0b0213fb3cc.png,36.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Lúkas Petersson,0.0,600000
9598,14,Valentin,Gendrey,4546396.0,36.0,8.0,8.0,0.0,5564.0,287.0,0,2,https://kickbase.b-cdn.net/content/file/963aa0e9a1bf4537bba171631d3ef595.png,15.0,2,63.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Valentin Gendrey,-235127.0,6000000
9682,14,Arthur,Chaves,3101501.0,69.0,15.0,15.0,11.0,70866.0,1040.0,0,2,https://kickbase.b-cdn.net/content/file/833cf51fd2394b6dbc29f93960eec13a.png,35.0,2,335.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 124}, {""hasPlayed"": true, ""points"": 128}]",5,Arthur Chaves,-127667.0,5000000
11161,14,Koki,Machida,2003026.0,42.0,1.0,1.0,1.0,2718.0,42.0,0,2,https://kickbase.b-cdn.net/content/file/80f0a50727b54ea5a90a99a754cc7a6c.png,28.0,2,20.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Koki Machida,-121792.0,6000000
11162,14,Leon,Avdullahu,15226923.0,85.0,33.0,33.0,32.0,187386.0,2805.0,0,3,https://kickbase.b-cdn.net/content/file/d0a6a4d4e08b4c8fa7b4c27fdb09c212.png,7.0,1,184.0,,"[{""hasPlayed"": true, ""points"": -32}, {""hasPlayed"": true, ""points"": 246}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 88}]",1,Leon Avdullahu,173586.0,30000000
11591,14,Cajetan,Lenz,3953874.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/2d15f1ede167438698d92ddc037e6abe.png,32.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Cajetan Lenz,-141286.0,10000000
11631,14,Wouter,Burger,22850507.0,114.0,30.0,30.0,30.0,159518.0,3425.0,0,3,https://kickbase.b-cdn.net/content/file/50a59d7c22f64565b2f31bba1dfae5bd.png,18.0,1,149.0,,"[{""hasPlayed"": true, ""points"": 65}, {""hasPlayed"": true, ""points"": 206}, {""hasPlayed"": true, ""points"": 105}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 85}]",1,Wouter Burger,166665.0,20000000
11959,14,Adam,Daghim,5100911.0,41.0,27.0,27.0,12.0,92265.0,1115.0,0,4,https://kickbase.b-cdn.net/content/file/b21c816521cb44579d57b65452b7c1cc.png,0.0,1,218.0,,"[{""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": true, ""points"": 21}]",3,Adam Daghim,365421.0,7500000
14890,14,Alessandro,Vogt,1941726.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/112bd299786444d7b7ec83545c819009.png,24.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Alessandro Vogt,-145360.0,8000000
15193,14,Mats,Rots,9333725.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/d96dc40ca1674b38aef03dff83ae8ab0.png,39.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Mats Rots,-193513.0,12000000
15262,14,Nathan,De Cat,16522188.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/8c55d861342c440b9966f1cd6dc86f29.png,17.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Nathan De Cat,214943.0,27000000
51,40,Rani,Khedira,6091989.0,61.0,32.0,32.0,32.0,188165.0,1956.0,0,3,https://kickbase.b-cdn.net/content/file/9ecae4fccb2648b8b2bd92c4cac3f955.png,8.0,1,321.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 6}]",2,Rani Khedira,245276.0,2000000
1223,40,Marvin,Friedrich,978650.0,29.0,6.0,6.0,1.0,11653.0,173.0,0,2,https://kickbase.b-cdn.net/content/file/0e7e99776b0c460eaaf8702878b90869.png,5.0,2,176.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Marvin Friedrich,-86609.0,1800000
1553,40,Janik,Haberer,4481222.0,31.0,28.0,28.0,20.0,109158.0,870.0,0,3,https://kickbase.b-cdn.net/content/file/ce496ba0469a4a3b80d18b665d7466c0.png,19.0,2,194.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 6}]",4,Janik Haberer,-162785.0,2000000
1955,40,Oliver,Burke,5399152.0,49.0,29.0,29.0,21.0,110171.0,1410.0,2,4,https://kickbase.b-cdn.net/content/file/a76d8d4a531548f58ceb241fe4958952.png,7.0,1,261.0,,"[{""hasPlayed"": true, ""points"": 139}, {""hasPlayed"": true, ""points"": 174}, {""hasPlayed"": true, ""points"": 61}, {""hasPlayed"": true, ""points"": -18}, {""hasPlayed"": true, ""points"": 139}]",5,Oliver Burke,116311.0,3000000
2279,40,Frederik,Rönnow,9679232.0,75.0,30.0,30.0,30.0,176714.0,2245.0,2,1,https://kickbase.b-cdn.net/content/file/a74539007fa347f28af0ce83caafef6f.png,1.0,2,231.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -19}, {""hasPlayed"": true, ""points"": 79}]",3,Frederik Rönnow,-165932.0,2000000
2302,40,Woo-Yeong,Jeong,3838652.0,36.0,28.0,28.0,13.0,81482.0,994.0,0,3,https://kickbase.b-cdn.net/content/file/167f780b883445c1bb79e00354f1e807.png,11.0,2,258.0,,"[{""hasPlayed"": true, ""points"": 125}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Woo-Yeong Jeong,-118893.0,3500000
2400,40,Christopher,Trimmel,5507486.0,60.0,29.0,29.0,22.0,122793.0,1732.0,0,2,https://kickbase.b-cdn.net/content/file/0133043125be433d91c3b93eb502aebe.png,28.0,2,314.0,,"[{""hasPlayed"": true, ""points"": 133}, {""hasPlayed"": true, ""points"": 139}, {""hasPlayed"": true, ""points"": 104}, {""hasPlayed"": true, ""points"": 14}, {""hasPlayed"": true, ""points"": 107}]",4,Christopher Trimmel,-483532.0,600000
2491,40,Tim,Skarke,5428173.0,26.0,22.0,22.0,4.0,44836.0,579.0,0,3,https://kickbase.b-cdn.net/content/file/530ba96741b943798d9be4d5dcc151f5.png,21.0,1,106.0,,"[{""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": true, ""points"": 101}, {""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 11}]",4,Tim Skarke,79504.0,1500000
2717,40,Robert,Skov,3079800.0,35.0,3.0,3.0,3.0,14206.0,104.0,0,3,https://kickbase.b-cdn.net/content/file/ebae4e5c0fec43ebaed2b2aae064a346.png,24.0,2,33.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Robert Skov,-148667.0,2000000
3102,40,Tom,Rothe,7262007.0,41.0,21.0,21.0,10.0,71469.0,863.0,0,2,https://kickbase.b-cdn.net/content/file/82917858d1a74a7f90a2d9dfca456b71.png,15.0,1,118.0,,"[{""hasPlayed"": true, ""points"": 146}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": true, ""points"": 155}, {""hasPlayed"": true, ""points"": 0}, {""hasPlayed"": true, ""points"": 18}]",2,Tom Rothe,293209.0,10000000
3187,40,András,Schäfer,3039218.0,42.0,28.0,28.0,16.0,96106.0,1177.0,0,3,https://kickbase.b-cdn.net/content/file/433f8b676b6b4b898ad3ede98e20f79d.png,13.0,2,387.0,,"[{""hasPlayed"": true, ""points"": 293}, {""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 56}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 21}]",3,András Schäfer,-66905.0,4500000
3364,40,Carl,Klaus,2234068.0,117.0,4.0,4.0,3.0,22461.0,466.0,0,1,https://kickbase.b-cdn.net/content/file/03530ee1979440f6865c5fc39260c63a.png,25.0,1,208.0,,"[{""hasPlayed"": true, ""points"": 154}, {""hasPlayed"": true, ""points"": 124}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 103}, {""hasPlayed"": false, ""points"": null}]",4,Carl Klaus,363317.0,350000
3419,40,Matheo,Raab,1214141.0,214.0,1.0,1.0,1.0,6311.0,214.0,0,1,https://kickbase.b-cdn.net/content/file/6f65c492a85a491b94cd3b8a37bae6f8.png,31.0,2,176.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Matheo Raab,-89211.0,600000
3453,40,Derrick,Köhn,2640550.0,48.0,29.0,29.0,21.0,125830.0,1387.0,0,2,https://kickbase.b-cdn.net/content/file/336162df73db46fdb0d35c73c0928582.png,17.0,2,525.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 16}]",4,Derrick Köhn,-111776.0,4000000
4352,40,Stanley,Nsoki,4986946.0,55.0,13.0,13.0,10.0,54082.0,718.0,2,2,https://kickbase.b-cdn.net/content/file/6c54070a804d4f15acb3d09b63af882a.png,34.0,1,143.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Stanley Nsoki,235971.0,2000000
4446,40,Aljoscha,Kemlein,8418464.0,48.0,30.0,30.0,23.0,129466.0,1437.0,0,3,https://kickbase.b-cdn.net/content/file/2dc45e5315ff4262a38925af69a6e745.png,6.0,1,170.0,,"[{""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 175}, {""hasPlayed"": true, ""points"": 67}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": true, ""points"": 34}]",1,Aljoscha Kemlein,270024.0,12000000
